ID,VO_STR,RXN
VO_0003781,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax 2015-2016],1657141
VO_0000521,B. anthracis DNA vaccine encoding PA83 and LF,
VO_0003190,Diphtheria-Tetanus-Pertussis-Poliovirus-Haemophilus b vaccine foreign to USA,
VO_0007540,MAGE-A3-expressing Adenovirus Type 5 Vaccine,
VO_0003462,Vaqta Injectable Product,1187568
VO_0002093,Canine Distemper-Adenovirus Type 2-Parvovirus Modified Live Virus Vaccine (USDA: 1331.30),
VO_0004612,Newcastle disease virus lysate,
VO_0002970,Herpes simplex virus 1 gD mutant vaccine,
VO_0003427,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection,1658154
VO_0000563,bacterial and viral combination vaccine,
VO_0004304,Influenza virus DNA vaccine pBK-SFV-HA,
VO_0004875,Adenovirus Type 4 Vaccine Live 32000 UNT Delayed Release Oral Tablet,1099936
VO_0007561,Fowlpox-PSA-TRICOM Vaccine,
VO_0005441,"cytomegalovirus immune globulin passive vaccine, intravenous",
VO_0004545,B. pertussis DNA vaccine pcDNA/S1,
VO_0007437,HLA-Matched Donor Mononuclear Cell-Enriched Leukocytes Apocell vaccine,
VO_0001920,Bovine Rhinotracheitis-Virus Diarrhea Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4389.21),
VO_0001840,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 49A5.21),
VO_0002253,"Encephalomyelitis-Rhinopneumonitis Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4844.30)",
VO_0000079,Fluzone High-dose,
VO_0007011,pNGVL3-hICD Vaccine,
VO_0004058,M. tuberculosis DNA Vaccine encoding KatG,
VO_0004553,"FMDV DNA Vaccine encoding P1 and non-structural proteins 2A, 3C, and 3D",
VO_0003100,Tevax vaccine,
VO_0002767,Actinobacillus pleuropneumoniae ApxIC mutant vaccine,
VO_0001579,Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1841.20),
VO_0002425,Canine Distemper-Adenovirus Type 2-Parainfluenza Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin,
VO_0004118,Adenovirus vectors expressing Marburg virus glycoprotein,
VO_0005157,Moderna COVID-19 vaccine,
VO_0007444,HPV 16 E7:86-93 peptide vaccine,
VO_0002785,chikungunya virus vaccine,
VO_0005397,GRT-R912,
VO_0001513,avian reovirus vaccine,
VO_0004664,rMVA-SIV-CD40L Simian immunodeficiency virus vaccine,
VO_0000948,Streptococcus equi vaccine,
VO_0007384,gp96-secreting Allogeneic Bladder Cancer Cell Vaccine HS-410,
VO_0003694,Fluarix Quadrivalent 2015-2016 Injectable Product,1657235
VO_0000522,DAAV using PA and PGA,
VO_0003193,Meningococcal Conjugate and Haemophilis B Vaccine foreign to USA,
VO_0007549,GM2/GD2/GD3 Lactone-KLH Conjugate Trivalent Vaccine,
VO_0003944,Cervarix Injectable Product,1167355
VO_0002094,"Canine Distemper-Adenovirus Type 2-Parvovirus Modified Live Virus, Canarypox Vector Vaccine (USDA: 1331.R1)",
VO_0004613,smallpox vaccine,
VO_0002971,Herpes simplex virus 1 gH mutant vaccine,
VO_0001591,"Avian Influenza H3N4 Subtype, Killed Virus Vaccine (USDA: 1057.H3)",
VO_0001461,Aves vaccine,
VO_0003417,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Suspension,830237
VO_0004305,Influenza virus DNA vaccine HA-DNA,
VO_0004880,Adenovirus Type 7 Vaccine Live 32000 UNT Delayed Release Oral Tablet,1099940
VO_0007562,mRNA-Derived Prostate Cancer Vaccine CV9103,
VO_0005442,Hepatitis A immune globulin passive vaccine,
VO_0004608,Bordetella pertussis BPZE vectored vaccine,
VO_0000881,Equity,
VO_0002427,Feline Immunodeficiency-Leukemia Virus Vaccine,
VO_0003584,Fluzone 2016-2017,1801179
VO_0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,
VO_0002429,equine EEV and WEV encephalomyelitis-rhinopneumonitis-influenza vaccine-tetanus toxoid,
VO_0003140,non-small cell lung cancer vaccine,
VO_0004059,M. tuberculosis HBHA Protein Vaccine,
VO_0003468,"Hepatitis A Vaccine, Inactivated Injectable Product",1160328
VO_0003178,Quatro Virelon,
VO_0002768,Actinobacillus pleuropneumoniae ureC and apxIIA double mutant deletion vaccine,
VO_0001580,Salmonella Choleraesuis Avirulent Live Culture Vaccine (USDA: 19A1.00),
VO_0002412,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin,
VO_0004125,Recombinant VEE Replicons expressing MBGV GP,
VO_0006055,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP bivalent booster preservative free 10 mcg/0.2 mL dose tris-sucrose formulation,
VO_0007463,HLA-A*2402-Restricted VEGFR1 Peptide Vaccine,
VO_0001784,Streptococcus Equi Live Culture Vaccine (USDA: 1831.00),
VO_0001606,Avian Reovirus Killed Virus Vaccine (USDA: 1045.00),
VO_0005398,MIPSCo-mRNA-RBD-1,
VO_0004704,SabRV-SIV,
VO_0011368,Cancer recombinant vector vaccine encoding H-2Kb,
VO_0003695,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2015-2016],1657233
VO_0000526,rPA with adjuvant Nanoemulsion,
VO_0003229,Hepatitis A virus-Typhoid vaccine,
VO_0007552,Host Dendritic Cell Vaccine-001 MSSM/BIIR,
VO_0003945,"Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML / Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML [Cervarix]",1301890
VO_0002407,Canine Distemper-Adenovirus Type 2-Parainfluenza Vaccine,
VO_0004614,mRNA-electroporated dendritic cells encoding gp100 and tyrosinase as melanoma vaccine,
VO_0002973,Herpes simplex virus 1 TK mutant vaccine,
VO_0001599,"Avian Influenza H1N1 Subtype, Killed Virus Vaccine (USDA: 1057.H1)",
VO_0001462,fish vaccine,
VO_0003420,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe,798426
VO_0004306,Influenza virus DNA vaccine d1TTFC-NP encoding NP,
VO_0003800,0.5 ML Shingrix 0.1 MG/ML Injection,
VO_0007563,MUC-2-Globo H-KLH Conjugate Vaccine,
VO_0005443,hepatitis B immune globulin passive vaccine,
VO_0004670,S. gordonii-PT,
VO_0000996,SpayVac,
VO_0001923,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.00),
VO_0001841,Feline Immunodeficiency-Leukemia Virus Killed Virus Vaccine (USDA: 15D5.R0),
VO_0002254,"Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4845.23)",
VO_0015080,Fluzone 2015-2016,1658702
VO_0005495,sarcoma cancer vaccine,
VO_0004106,MVA85A prime and BCG boost,
VO_0003858,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML",830465
VO_0011380,B. abortus DNA vaccine encoding RplL and Omp16,
VO_0000589,Aeromonas vaccine,
VO_0001581,Salmonella Choleraesuis Avirulent Live Culture Vaccine (USDA: 19A1.01),
VO_0002208,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4637.20),
VO_0002769,Actinobacillus pleuropneumoniae apxIIC and apxIVA double deletion mutant vaccine,
VO_0004126,Recombinant VEE Replicons expressing MBGV NP,
VO_0006056,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP bivalent booster preservative free 30 mcg/0.3 mL dose tris-sucrose formulation,
VO_0007464,HLA-A2402-Restricted VEGFR1/2 Multipeptide Vaccine,
VO_0003043,Sindbis virus vaccine,
VO_0001607,Avian Reovirus Killed Virus Vaccine (USDA: 1045.01),
VO_0000573,Chlamydia vaccine,
VO_0005401,RH109,
VO_0004789,rBCG-SIVgag,
VO_0001223,Brucella melitensis subunit vaccine,
VO_0003699,Fluarix Quadrivalent 2016-2017 Injectable Product,1799122
VO_0000629,B. anthracis recombinant vaccine using PA domain 4,
VO_0003197,Hepatitis A virus-Typhoid vaccine foreign to USA,
VO_0007553,IMT-1012 Immunotherapeutic Vaccine,
VO_0003951,Ixiaro Injectable Product,1167200
VO_0004615,pcDNA3-MCC/ST,
VO_0002974,Herpes simplex virus 1 UL29 mutant vaccine,
VO_0002406,Canine Distemper-Adenovirus Type 2-Measles-Parainfluenza Vaccine,
VO_0003251,Flu-Imune,
VO_0003422,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe,830243
VO_0004307,Influenza virus DNA vaccine A/NP,
VO_0003405,"tetanus toxoid vaccine, inactivated 8 UNT/ML Injectable Solution",318242
VO_0007236,"Alpha-1,3-galactosyltransferase-expressing Allogeneic Renal Cell Carcinoma Vaccine",
VO_0005444,"immune globulin, intramuscular",
VO_0004781,VC-TetC/Tcf,
VO_0001924,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.20),
VO_0002255,"Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4845.24)",
VO_0002432,Feline Leukemia-Chlamydia Psittaci Vaccine,
VO_0003589,Fluzone 2017-2018,1928340
VO_0005496,esophageal cancer vaccine,
VO_0004108,Mtb72f fusion protein,
VO_0003863,rabies virus vaccine flury-lep strain 2.5 UNT/ML,830458
VO_0000325,B. melitensis DNA vaccine encoding Omp31,
VO_0011385,A. pleuropneumoniae HS93C-Ampr,
VO_0001582,Salmonella Dublin Live Culture Vaccine (USDA: 19D1.R0),
VO_0002209,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4637.22),
VO_0004127,Irradiated MBGV antigen,
VO_0001464,carnivora vaccine,
VO_0006057,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP bivalent booster preservative free 50 mcg/0.5 mL or 25 mcg/0.25 mL dose,
VO_0007476,Gag:267-274 Peptide Vaccine,
VO_0001608,Avian Reovirus Killed Virus Vaccine (USDA: 1045.02),
VO_0005402,RQ3013,
VO_0006047,respiratory syncytial virus monoclonal antibody (motavizumab) intramuscular,
VO_0012174,Chlamydophila psittaci vaccine,
VO_0001221,Brucella abortus subunit vaccine,
VO_0003700,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2016-2017],1799120
VO_0000873,PGA/ME,
VO_0003952,"Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 MG/ML [Ixiaro]",1300782
VO_0007556,Live-attenuated Listeria monocytogenes-encoding EGFRvIII-NY-ESO-1 Vaccine ADU-623,
VO_0004616,Multivalent immunotherapeutic vaccine,
VO_0002095,Canine Distemper-Adenovirus Type 2-Measles-Parainfluenza Modified Live Virus Vaccine (USDA: 1341.20),
VO_0011423,Herpes simplex virus type 1 DNA vaccine encoding GE,
VO_0003115,Optaflu,
VO_0003180,TDAP,
VO_0003424,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe,830252
VO_0004308,Influenza virus DNA vaccine NP DNA,
VO_0003403,"tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",204527
VO_0007201,Adenovirus 5-Fibroblast Growth Factor 2 Vaccine,
VO_0005445,"immune globulin, intravenous",
VO_0001096,Ovastim,
VO_0004790,rBCG-S1PT,
VO_0001925,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.22),
VO_0001842,"Feline Leukemia-Chlamydia Psittaci Killed Virus, Killed Chlamydia Vaccine (USDA: 1A69.20)",
VO_0002256,"Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4845.32)",
VO_0003594,Fluzone 2018-2019,2050419
VO_0007025,NY-ESO-1 plasmid DNA cancer vaccine,
VO_0004148,DNA vaccine co-expressing A85A and caspase-3,
VO_0015053,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML",804180
VO_0000436,B. melitensis DNA vaccine encoding Omp31 boosted with Omp31,
VO_0001130,Actinobacillus pleuropneumoniae vaccine,
VO_0002210,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4637.23),
VO_0001522,avian encephalomyelitis virus vaccine,
VO_0002771,Actinobacillus pleuropneumoniae apxIIIB and apxIIID double mutant vaccine,
VO_0004128,Marburg virus glycoprotein expressed by baculovirus recombinants,
VO_0001466,cattle vaccine,
VO_0006058,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP bivalent preservative free 3 mcg/0.2 mL dose tris-sucrose formulation,
VO_0007490,gp100: ES209-217(210M) Peptide vaccine,
VO_0003044,Lymphocytic choriomeningitis virus vaccine,
VO_0001787,Chlamydia Psittaci Modified Live Chlamydia Vaccine (USDA: 1581.20),
VO_0001609,Avian Reovirus Killed Virus Vaccine (USDA: 1045.30),
VO_0005403,RVM-V001,
VO_0006048,respiratory syncytial virus monoclonal antibody (palivizumab) intramuscular,
VO_0000483,protein subunit vaccine,
VO_0003704,Fluarix Quadrivalent 2017-2018 Injectable Product,1928306
VO_0002969,Hepatitis B virus X protein mutant vaccine,
VO_0003318,TDAP/IPV vaccine foreign to USA,
VO_0007557,Globo H-GM2-Lewis-y-MUC1-32-mer-TF(c)-Tn(c)-KLH Conjugate Vaccine,
VO_0000882,single-dose Vaxigrip,
VO_0004617,short overlapping peptides and full-length recombinant protein,
VO_0002416,Canine Distemper-Measles Vaccine,
VO_0011408,Herpes simplex virus type 1 DNA vaccine encoding GC,
VO_0003091,Fluogen,
VO_0003425,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe,798429
VO_0004309,Influenza virus DNA vaccine HA DNA,
VO_0003404,"tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension",205262
VO_0007234,Allogenic Glioma Cancer Vaccine,
VO_0005446,"immune globulin, unspecified formulation",
VO_0001110,Fecundin,
VO_0001926,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.24),
VO_0001843,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.20),
VO_0002257,"Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4845.33)",
VO_0003932,Gardasil Injectable Product,1176026
VO_0005430,pancreatic cancer vaccine,
VO_0004263,MVA/IL-15/5Mtb vaccine,
VO_0003300,"L1 protein, Human papillomavirus type 6 Vaccine",798268
VO_0001144,Brucella DNA vaccine encoding chimera BLSOmp31,
VO_0004544,A. pleuropneumoniae DNA vaccine pcDNA-apxIA/pcDNA-apxIIA,
VO_0001586,Avian Encephalomyelitis Live Virus Vaccine (USDA: 1051.10),
VO_0002411,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract,
VO_0004130,"Multivalent DNA vaccine for B. anthracis, Ebola virus, Marburg virus, and VEE virus",
VO_0006059,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 10 mcg/0.2mL dose tris-sucrose formulation,
VO_0007491,gp100:154-162 Peptide Vaccine,
VO_0003055,Infectious pancreatic necrosis virus vaccine,
VO_0001619,"Bronchitis Mass & Ark Types, Killed Virus Vaccine (USDA: 1235.15)",
VO_0005405,AAHI-SC2,
VO_0000918,EURIFEL FeLV,
VO_0001456,Erysipelothrix rhusiopathiae vaccine,
VO_0000577,peptide vaccine,
VO_0003705,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2017-2018],1928304
VO_0000875,pSecTag-PA83,
VO_0000119,Varivax,
VO_0007571,HER2 ECD+TM Virus-like Replicon Particles Vaccine AVX901,
VO_0000883,multi-dose Vaxigrip,
VO_0002096,Canine Distemper-Measles Modified Live Virus Vaccine (USDA: 1351.20),
VO_0004705,Poliovirus vector expressing model antigen H2-Kb-restricted CTL epitope,
VO_0011421,Herpes simplex virus type 1 DNA vaccine encoding GD,
VO_0003799,Shingrix vaccine 0.5 ML Injection,1986830
VO_0003323,pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML,854931
VO_0004310,Influenza virus DNA vaccine NA-DNA,
VO_0003402,"0.5 ML tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",792156
VO_0007312,Autologous Pluripotent ALDHbr Stem Cells ALD-451 Vaccine,
VO_0000028,Comvax,139056
VO_0001153,Androvax,
VO_0001927,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.25),
VO_0001844,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.21),
VO_0003933,"L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.04 MG/ML [Gardasil]",798272
VO_0000542,"equine EEV, VEV and WEV encephalomyelitis-rhinopneumonitis-influenza vaccine-tetanus toxoid",
VO_0007042,Retrovector Encoding Mutant Anti-Cyclin G1 Vaccine,
VO_0004279,Mycobacterium tuberculosis mce-2 mutant vaccine,
VO_0003301,"L1 protein, Human papillomavirus type 11 Vaccine",798262
VO_0001472,horse vaccine,
VO_0001327,B. melitensis DNA vaccine encoding Bp26 and Tf,
VO_0004239,HBsAg Liposomal MTP-PE Vaccine,
VO_0004607,Actinobacillus pleuropneumoniae HS93Tox-/pIG-T1K vectored vaccine,
VO_0001587,Avian Encephalomyelitis Live Virus Vaccine (USDA: 1051.11),
VO_0002410,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Vaccine-Leptospira CanicolaGrippotyphosa-Icterohaemorrhagiae-Pomona Bacterin,
VO_0004136,VSV-based vaccine expressing MBGV GP,
VO_0006060,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 100 mcg/0.5mL dose or 50 mcg/0.25mL dose,
VO_0007492,gp100:209-217 Peptide vaccine,
VO_0001789,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.00),
VO_0001631,"Bronchitis Mass Type, Live Virus Vaccine (USDA: 1235.10)",
VO_0005407,COVID-19 mRNA vaccine by CanSino Biologics,
VO_0004492,FeLV DNA vaccine gag/pol and env,
VO_0001210,lipopolysaccharide subunit vaccine,
VO_0003709,Fluarix Quadrivalent 2018-2019 Injectable Product,2048965
VO_0000876,pCMV/ER-PA83,
VO_0000422,melanoma vaccine,
VO_0007572,Ad5-yCD/mutTKSR39rep-hIL12 vaccine,
VO_0003378,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injection [Stamaril]",1876710
VO_0002415,Canine Distemper-Hepatitis-Parainfluenza Vaccine,
VO_0004708,Maraba virus MG1 Vaccine,
VO_0002972,Herpes simplex virus 2 ICP0 mutant vaccine,
VO_0003106,"diphtheria, tetanus and whole cell pertussis vaccine",
VO_0003313,pneumococcal capsular polysaccharide type 11A vaccine 0.05 MG/ML,854935
VO_0004311,Influenza virus DNA vaccine H5 DNA,
VO_0004868,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.005 MG/ML",1437843
VO_0007332,Brain Tumor Initiating Cell Vaccine,
VO_0000029,Daptacel,352572
VO_0001183,GonaCon,
VO_0001928,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.26),
VO_0001847,"Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Killed Virus, Killed Chlamydia Vaccine (USDA: 1559.20)",
VO_0002258,"Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4847.22)",
VO_0003826,Havrix Injectable Product,1166526
VO_0007045,Synthetic hTERT DNA Vaccine INO-1400,
VO_0004288,Mycobacterium tuberculosis mce-3 mutant vaccine,
VO_0003302,"L1 protein, Human papillomavirus type 18 Vaccine",798266
VO_0001474,pig vaccine,
VO_0003396,tetanus toxoid vaccine,
VO_0004251,recombinant S gene Hepatitis B Vaccine with rIFN-gamma,
VO_0004637,HS93Tox-/pIG-T1K,
VO_0001588,Avian Encephalomyelitis Live Virus Vaccine (USDA: 1051.12),
VO_0002409,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Vaccine-Leptospira CanicolaGrippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract,
VO_0004137,Heterologous MARV Protein VLP,
VO_0006061,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 3 mcg/0.2mL dose tris-sucrose formulation,
VO_0005498,nasopharyngeal cancer vaccine,
VO_0003056,viral haemorrhagic septicaemia virus vaccine,
VO_0001790,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.01),
VO_0000960,killed infectious bursal disease Virus vaccine,
VO_0005408,EG-COVID,
VO_0004740,ALVAC-FL- env/gag,
VO_0003066,Bexsero,1601403
VO_0003710,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2018-2019],2048963
VO_0000880,pCLF4,
VO_0001380,B16 Vaccine adjuvanted by Loxoribine,
VO_0007573,Ad5F35-LMP1/LMP2-Transduced Autologous Dendritic Cell vaccine,
VO_0004835,Quadracel vaccine 0.5 ML Injection,1607808
VO_0002097,Canine Distemper-Hepatitis-Parainfluenza Modified Live Virus Vaccine (USDA: 1381.21),
VO_0004716,rMCMV-TRP2,
VO_0004267,HSV glycoproteins subunit vaccine,
VO_0005456,"Diphtheria-Pertussis-Tetanus-Haemophilus B-Hepatitis B vaccine,(Pentavalent)",
VO_0003269,pneumococcal capsular polysaccharide type 12F vaccine 0.05 MG/ML,854937
VO_0004355,Influenza virus DNA vaccine pDNA encoding M2 and NP,
VO_0015012,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML",1300465
VO_0007391,Malignant Glioma Tumor Lysate-Pulsed Autologous Dendritic Cell Vaccine,
VO_0000030,DECAVAC,
VO_0001215,Vaxstrate,
VO_0001929,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.27),
VO_0001848,"Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Killed Virus, Killed Chlamydia Vaccine (USDA: 1559.23)",
VO_0002259,"Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4847.23)",
VO_0003846,Ipol Injectable Product,1176753
VO_0007208,Adenovirus-mediated Human Interleukin-12 Vaccine,
VO_0004356,M. tuberculosis DNA vaccine pcDNA3.1+/Ag85A DNA encoding Ag85A,
VO_0003303,"L1 protein, Human papillomavirus type 16 Vaccine",798264
VO_0001475,sei whale vaccine,
VO_0004230,Tetanus Toxoid with Calcium Phosphate,
VO_0004260,Hepatitis B surface antigen (HBsAg) with JVRS-1000,
VO_0011361,B. pertussis PTx protein vaccine,
VO_0012175,Burkholderia pseudomallei vaccine,
VO_0002211,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract (USDA: 4637.29),
VO_0001514,avian pneumovirus vaccine,
VO_0004785,rS.C-APP-ApxI/ApxII,
VO_0004387,Marburg virus DNA vaccine MARV GP encoding GP,
VO_0006062,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 30 mcg/0.3mL dose,
VO_0007546,LMP-2:340-349 Peptide Vaccine,
VO_0003059,Hepatitis D virus vaccine,
VO_0001791,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.02),
VO_0001632,Bursal Disease Killed Virus Vaccine (USDA: 1275.00),
VO_0005409,mRNA-1073,
VO_0003067,Flublok Quadrivalent,
VO_0003570,Prevnar 13 vaccine Prefilled Syringe,901643
VO_0002775,Bacillus anthracis mntA deletion mutant vaccine,
VO_0000512,Pox vaccine,
VO_0007575,ALVAC-CEA (6D)-B7.1 Vaccine,
VO_0004818,"Rotarix, Rotavirus, live attenuated (RV1) G1P[8] Oral Vaccine",805579
VO_0002098,Canine Distemper-Adenovirus Type 2 Modified Live Virus Vaccine (USDA: 13A1.20),
VO_0004764,MG1-hDCT Vaccine,
VO_0004365,Herpes simplex virus DNA vaccine gD-2 encoding gD,
VO_0005457,DTP--Haemophilus influenzae type b conjugate and hepatitis B vaccine,
VO_0003310,pneumococcal capsular polysaccharide type 14 vaccine 0.05 MG/ML,854939
VO_0004497,Avian influenza virus DNA vaccine pH5HA,
VO_0003870,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML",1300807
VO_0007393,Fas-Chimera Transgene-expressing Endothelial Tumor Cell-targeting Adenovector VB-111 Vaccine,
VO_0000033,Diphtheria and Tetanus Toxoids Adsorbed USP by Sanofi Pasteur Inc,
VO_0003531,Proteobacteria vaccine,
VO_0001930,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.30),
VO_0001853,Feline Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 16D5.20),
VO_0003847,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML [Ipol]",763104
VO_0004362,"M. tuberculosis DNA vaccine encoding Ag85B, MPT64 and MPT83",
VO_0003304,"L1 protein, Human papillomavirus type 31 Vaccine",1596930
VO_0004231,Tetanus Toxoid with Stearyl Tyrosine,
VO_0004352,Hepatitis B DNA vaccine PLGA-CTAB-DNA encoding the small envelope gene,
