ID,Label,RXN
VO_0003953,"Ixiaro (Japanese Encephalitis Vaccine, Inactivated, Adsorbed) Prefilled Syringe",845531
VO_0003709,Fluarix Quadrivalent 2018-2019 Injectable Product,2048965
VO_0003414,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection [PedvaxHIB],798451
VO_0003871,COMVAX Injectable Product,1170172
VO_0003643,Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Injection,1928317
VO_0015004,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Twinrix],803367
VO_0003307,"L1 protein, Human papillomavirus type 52 Vaccine",1596933
VO_0003766,FLULAVAL QUADRIVALENT 2015-2016 vaccine Injectable Suspension,1657339
VO_0003710,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2018-2019],2048963
VO_0003835,"poliovirus vaccine inactivated, type 1 (Mahoney)",763096
VO_0003873,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML / Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [COMVAX],798441
VO_0003646,Fluzone Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928359
VO_0003696,FLUARIX QUADRIVALENT 2015-2016 vaccine Prefilled Syringe,1657234
VO_0003308,"L1 protein, Human papillomavirus type 58 Vaccine",1596934
VO_0003770,FLULAVAL QUADRIVALENT 2017-2018 vaccine Injectable Suspension,1928329
VO_0003570,Prevnar 13 vaccine Prefilled Syringe,901643
VO_0003836,"poliovirus vaccine inactivated, type 2 (MEF-1)",763098
VO_0003981,Daptacel Injectable Product,1168164
VO_0003647,Fluzone Quadrivalent 2017-2018 vaccine 0.25 ML Prefilled Syringe,1928332
VO_0003701,FLUARIX QUADRIVALENT 2016-2017 vaccine Prefilled Syringe,1799121
VO_0003273,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain,1292422
VO_0003771,Flulaval Quadrivalent 2017-2018 vaccine Prefilled Syringe,1928335
VO_0004846,MENVEO vaccine 0.5 ML Injection,901518
VO_0003837,"poliovirus vaccine inactivated, type 3 (Saukett)",763100
VO_0003982,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Daptacel]",1300309
VO_0003648,Fluzone Quadrivalent 2017-2018 vaccine 0.1 ML Prefilled Syringe,1928470
VO_0003706,Fluarix Quadrivalent 2017-2018 vaccine Prefilled Syringe,1928305
VO_0003277,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injectable Product,1292424
VO_0003776,Flulaval Quadrivalent 2018-2019 vaccine Injectable Suspension,2048974
VO_0003739,Afluria Quadrivalent 2016-2017 Formula Injectable Product,1858962
VO_0015057,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML",798373
VO_0003446,Typhoid Vaccine Live Ty21a,762595
VO_0003806,Flumist 2015-2016,1664639
VO_0003653,Fluzone Quadrivalent 2018-2019 vaccine 0.5 ML Injection,2050782
VO_0003711,FLUARIX QUADRIVALENT 2018-2019 vaccine Prefilled Syringe,2048964
VO_0003777,Flulaval Quadrivalent 2018-2019 vaccine Prefilled Syringe,2048975
VO_0003740,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2016-2017 Formula],1858960
VO_0015060,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 25000 UNT/ML",804181
VO_0003449,Typhoid Vaccine Live Ty21a Oral Product,1159371
VO_0003810,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist 2015-2016],1664640
VO_0003656,Fluzone Quadrivalent Pediatric Dose for 6-35 Months of Age 2018-2019 Vaccine 0.25 ML Prefilled Syringe,2050789
VO_0003559,Prevnar 13 vaccine 0.5 ML Prefilled Syringe,901644
VO_0003620,Fluzone Quadrivalent 2015-2016 Injection,1659747
VO_0003948,"Japanese encephalitis virus vaccine, inactivated",845525
VO_0004832,"RotaTeq, Rotavirus, live pentavalent (RV5) Oral Vaccine",798300
VO_0003746,Afluria Quadrivalent 2017-2018 Injectable Product,1942165
VO_0003448,Typhoid Vaccine Live Ty21a Pill,1159372
VO_0003675,Fluvirin 2015-2016,1657326
VO_0003657,Fluzone Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe,2050777
VO_0003741,Afluria Quadrivalent 2016-2017 Formula Influenza Virus Vaccine Injectable Suspension,1858966
VO_0003622,Fluzone Quadrivalent 2015-2016 vaccine Injectable Suspension,1659729
VO_0003212,pneumococcal capsular polysaccharide type 1 vaccine,854930
VO_0015031,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injection [Varivax],1658008
VO_0003747,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/46/2015 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2017-2018],1942163
VO_0003438,Typhoid Vaccine Live Ty21a 2000000000 UNT,1799445
VO_0003681,Fluvirin 2016-2017,1801153
VO_0003610,Fluzone Quadrivalent 2013-2014 Formula Influenza Virus Vaccine 0.25 ML Prefilled Syringe,1427052
VO_0003497,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus",1303851
VO_0015032,"L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML",798267
VO_0003217,pneumococcal capsular polysaccharide type 11A vaccine,854934
VO_0003604,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML,1928338
VO_0003346,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine,798232
VO_0003368,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen,1593130
VO_0003425,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe,798429
VO_0003603,influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML,2050417
VO_0003290,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML,901635
VO_0003437,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection,1658058
VO_0004861,meningococcal group C polysaccharide 0.01 MG/ML,1437844
VO_0003941,"Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine",1301887
VO_0003955,vibrio cholerae CVD 103-HGR strain live antigen,1812935
VO_0003218,pneumococcal capsular polysaccharide type 12F vaccine,854936
VO_0003661,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML,1928310
VO_0003323,pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML,854931
VO_0003664,influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML,2048959
VO_0003950,"Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 MG/ML",1300780
VO_0003291,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901638
VO_0003415,Hepatitis B Surface Antigen Vaccine Injectable Product,1160330
VO_0003943,"Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML",1301888
VO_0004862,meningococcal group C polysaccharide 0.1 MG/ML,350967
VO_0015033,"L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML",1597084
VO_0003219,pneumococcal capsular polysaccharide type 14 vaccine,854938
VO_0003662,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML,1928291
VO_0003313,pneumococcal capsular polysaccharide type 11A vaccine 0.05 MG/ML,854935
VO_0003909,influenza B virus B/Maryland/15/2016 antigen 0.09 MG/ML,2050375
VO_0003373,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injection",1876705
VO_0003409,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection,1657731
VO_0003423,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML,798438
VO_0003942,"Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML",1301886
VO_0004889,meningococcal group A polysaccharide 0.1 MG/ML,328467
VO_0003938,"L1 protein, Human papillomavirus type 16 Vaccine 0.08 MG/ML",798265
VO_0015085,influenza A virus (H3N2) antigen,1657131
VO_0003220,pneumococcal capsular polysaccharide type 15B vaccine,854940
VO_0003714,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML,1928300
VO_0003269,pneumococcal capsular polysaccharide type 12F vaccine 0.05 MG/ML,854937
VO_0003790,influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML,1801604
VO_0003380,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injection",1658239
VO_0003412,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection [PedvaxHIB],1657733
VO_0000200,influenza A virus A/California/7/2009 (H1N1) antigen,1657331
VO_0003384,"tetanus toxoid vaccine, inactivated",798306
VO_0003940,"Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine",1301885
VO_0015086,influenza B virus antigen,1657134
VO_0003221,pneumococcal capsular polysaccharide type 17F vaccine,854942
VO_0003805,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML,1664467
VO_0003310,pneumococcal capsular polysaccharide type 14 vaccine 0.05 MG/ML,854939
VO_0003822,influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML,2054271
VO_0003382,"Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injectable Suspension",1292826
VO_0003453,influenza A virus A/Christchurch/16/2010 (H1N1) antigen,1657222
VO_0015041,"L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML",1597083
VO_0003222,pneumococcal capsular polysaccharide type 18C vaccine,854944
VO_0003819,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML,1946981
VO_0003410,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injectable Product,1159739
VO_0003319,pneumococcal capsular polysaccharide type 15B vaccine 0.05 MG/ML,854941
VO_0003855,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML",807220
VO_0003915,influenza B virus B/Brisbane/9/2014 antigen 0.015 MG/ML,1724000
VO_0003477,influenza A virus A/Brisbane/10/2010 (H1N1) antigen,1657127
VO_0003455,"diphtheria toxoid vaccine, inactivated",798304
VO_0003223,pneumococcal capsular polysaccharide type 19A vaccine,854944
VO_0004863,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.01 MG/ML,1437845
VO_0003361,Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML,1601398
VO_0003413,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML,798445
VO_0003320,pneumococcal capsular polysaccharide type 17F vaccine 0.05 MG/ML,854943
VO_0003856,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML",1361664
VO_0004860,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,314725
VO_0003600,influenza A virus A/Michigan/45/2015 (H1N1) antigen,1928289
VO_0003224,pneumococcal capsular polysaccharide type 19F vaccine,854948
VO_0004864,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML,350966
VO_0003430,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Product,1160325
VO_0003363,Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML,1601399
VO_0003321,pneumococcal capsular polysaccharide type 18C vaccine 0.05 MG/ML,854945
VO_0015013,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",1300464
VO_0003511,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML",1303851
VO_0003713,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen,1928290
VO_0004820,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine,798292
VO_0003225,pneumococcal capsular polysaccharide type 2 vaccine,854950
VO_0003431,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML,798362
VO_0003367,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen 0.12 MG/ML,1593129
VO_0003322,pneumococcal capsular polysaccharide type 19A vaccine 0.05 MG/ML,854947
VO_0003845,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",1300806
VO_0003512,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.12 MG/ML",1304299
VO_0003804,influenza A virus A/Bolivia/559/2013 (H1N1) antigen,1664639
VO_0004822,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine,798294
VO_0003226,pneumococcal capsular polysaccharide type 20 vaccine,854952
VO_0003434,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML,803362
VO_0003471,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML,1658709
VO_0003324,pneumococcal capsular polysaccharide type 19F vaccine 0.05 MG/ML,854949
VO_0003969,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML",801829
VO_0004855,smallpox vaccine live vaccinia virus 500000000 UNT/ML,833080
VO_0003513,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML",1304308
VO_0003818,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen,1946964
VO_0004823,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine,798288
VO_0003227,pneumococcal capsular polysaccharide type 22F vaccine,854954
VO_0003150,Hepatitis B surface antigen vaccine,797752
VO_0003472,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML,1657225
VO_0003325,pneumococcal capsular polysaccharide type 2 vaccine 0.05 MG/ML,854951
VO_0015017,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Product",1160291
VO_0015054,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain),762817
VO_0003956,vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML,1812935
VO_0003232,pneumococcal capsular polysaccharide type 4 vaccine,854962
VO_0003371,"Yellow-Fever Virus Vaccine, 17D-204 strain",804187
VO_0003473,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.015 MG/ML,1723999
VO_0003326,pneumococcal capsular polysaccharide type 20 vaccine 0.05 MG/ML,854953
VO_0004824,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine,798290
VO_0003508,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML",1304300
VO_0003360,Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen,1601231
VO_0003203,"Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML",1300380
VO_0003246,pneumococcal capsular polysaccharide type 8 vaccine,854970
VO_0003474,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML,1664468
VO_0003327,pneumococcal capsular polysaccharide type 22F vaccine 0.05 MG/ML,854955
VO_0004836,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine,901509
VO_0004825,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine,798286
VO_0003509,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML",1304309
VO_0003362,Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen,1601233
VO_0003204,"Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML",1300185
VO_0003248,pneumococcal capsular polysaccharide type 3 vaccine,854958
VO_0004840,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901516
VO_0003658,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML,1660922
VO_0003330,pneumococcal capsular polysaccharide type 4 vaccine 0.05 MG/ML,854963
VO_0004837,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,901507
VO_0003510,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML",1304123
VO_0003366,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen,1593127
VO_0003256,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML,797753
VO_0003205,"Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML",1300365
VO_0003278,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 20000 UNT/ML,1292436
VO_0003249,pneumococcal capsular polysaccharide type 33F vaccine,854960
VO_0004841,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901508
VO_0003476,influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML,1657132
VO_0003331,pneumococcal capsular polysaccharide type 8 vaccine 0.05 MG/ML,854971
VO_0004838,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine,901511
VO_0003370,Neisseria meningitidis serogroup B recombinant NADA fusion protein antigen,1601232
VO_0004207,"Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML",1300365
VO_0003250,pneumococcal capsular polysaccharide type 6B vaccine,854966
VO_0004842,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901512
VO_0003858,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML",830465
VO_0003391,"acellular pertussis vaccine, inactivated 0.116 MG/ML",829893
VO_0003606,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML,1801176
VO_0003328,pneumococcal capsular polysaccharide type 3 vaccine 0.05 MG/ML,854959
VO_0004839,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine,901505
VO_0003470,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen,1657224
VO_0003206,"Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML",1300366
VO_0003252,pneumococcal capsular polysaccharide type 23F vaccine,854956
VO_0004843,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML,901506
VO_0003392,"acellular pertussis vaccine, inactivated 96 UNT/ML",801826
VO_0003659,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML,1794431
VO_0003329,pneumococcal capsular polysaccharide type 33F vaccine 0.05 MG/ML,854961
VO_0003524,"Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML",857922
VO_0003475,influenza A virus A/South Australia/55/2014 (H3N2) antigen,1657130
VO_0003207,"Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML",1300381
VO_0003253,pneumococcal capsular polysaccharide type 7F vaccine,854968
VO_0003349,meningococcal group B vaccine 0.1 MG/ML,1601397
VO_0003660,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML,1801069
VO_0003571,pneumococcal capsular polysaccharide type 6B vaccine 0.05 MG/ML,854967
VO_0003525,"Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML",1111369
VO_0003599,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen,1794331
VO_0003208,"Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML",1300187
VO_0003842,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML",763097
VO_0004821,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 1000000 UNT/ML,798293
VO_0003254,pneumococcal capsular polysaccharide type 9N vaccine,854972
VO_0003365,Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML,1601400
VO_0003605,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML,2050416
VO_0003309,pneumococcal capsular polysaccharide type 23F vaccine 0.05 MG/ML,854957
VO_0003522,"Influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML",1304310
VO_0003601,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen,2048564
VO_0003209,"Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML",1300307
VO_0003843,"poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML",763099
VO_0004828,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 1150000 UNT/ML,798295
VO_0003255,pneumococcal capsular polysaccharide type 5 vaccine,854972
VO_0003369,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML,1593131
VO_0003663,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML,2048958
VO_0003311,pneumococcal capsular polysaccharide type 7F vaccine 0.05 MG/ML,854969
VO_0004815,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain",805573
VO_0015053,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML",804180
VO_0003527,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML",1427023
VO_0003390,"acellular pertussis vaccine, inactivated",798302
VO_0003811,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen,1801767
VO_0003210,"Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML",1988802
VO_0003849,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",807219
VO_0003844,"poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML",763101
VO_0004829,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 1400000 UNT/ML,798289
VO_0003561,pneumococcal capsular polysaccharide type 9V vaccine,854974
VO_0003825,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML,2054270
VO_0003332,pneumococcal capsular polysaccharide type 9N vaccine 0.05 MG/ML,854973
VO_0003300,"L1 protein, Human papillomavirus type 6 Vaccine",798268
VO_0003528,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML",1429576
VO_0003352,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML",1300181
VO_0015014,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",798279
VO_0004826,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 1100000 UNT/ML,798291
VO_0003199,"Bordetella pertussis pertactin vaccine, inactivated",1300380
VO_0003959,pneumococcal capsular polysaccharide type 10A vaccine,854946
VO_0003908,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.09 MG/ML,2050374
VO_0003312,pneumococcal capsular polysaccharide type 5 vaccine 0.05 MG/ML,854965
VO_0003301,"L1 protein, Human papillomavirus type 11 Vaccine",798262
VO_0003529,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.12 MG/ML",1429589
VO_0003386,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML",1300379
VO_0003949,"Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated",1300779
VO_0003383,"diphtheria toxoid vaccine, inactivated 5 UNT/ML",798305
VO_0004827,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 1100000 UNT/ML,798287
VO_0003200,"Bordetella pertussis toxoid vaccine, inactivated",1300186
VO_0003812,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML,1801822
VO_0003562,pneumococcal capsular polysaccharide type 9V vaccine 0.05 MG/ML,854975
VO_0003857,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated",830464
VO_0003302,"L1 protein, Human papillomavirus type 18 Vaccine",798266
VO_0003530,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 50000000 MG/ML",1543760
VO_0003387,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML",1300364
VO_0003372,"Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML",1876704
VO_0003395,"diphtheria toxoid vaccine, inactivated 30 UNT/ML",805373
VO_0004816,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 1000000 UNT/ML",805574
VO_0003333,Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine,901636
VO_0003817,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML,1946980
VO_0003314,pneumococcal capsular polysaccharide type 10A vaccine 0.05 MG/ML,854933
VO_0003303,"L1 protein, Human papillomavirus type 16 Vaccine",798264
VO_0003385,"tetanus toxoid vaccine, inactivated 10 UNT/ML",798307
VO_0003479,influenza B virus B/Brisbane/60/2008 antigen,1657226
VO_0003388,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML",1988801
VO_0003375,"Yellow-Fever Virus Vaccine, 17D-204 strain Injectable Product",1162391
VO_0003429,"diphtheria toxoid vaccine, inactivated 4 UNT/ML",807271
VO_0003202,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated",1300182
VO_0003334,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine,901620
VO_0015055,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML,762818
VO_0003480,influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML,1657227
VO_0003298,Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901637
VO_0003401,"tetanus toxoid vaccine, inactivated 20 UNT/ML",801712
VO_0003486,influenza B virus B/Utah/9/2014 antigen,1657133
VO_0003374,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML",1300183
VO_0003379,"Yellow-Fever Virus Vaccine, 17D-204 strain Injection",1658238
VO_0004208,BACILLUS ANTHRACIS STRAIN V770-NP1-R ANTIGENS,1368371
VO_0003454,"diphtheria toxoid vaccine, inactivated 13.4 UNT/ML",798305
VO_0003335,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine,798220
VO_0003257,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML,830236
VO_0003481,influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML,1664469
VO_0003289,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901621
