index,ID,Label,Vaccine Name,Definition,Editor Note,FDA Vaccine Indications,RXN,CVX_Codes
VO_0003382,VO_0003382,"Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injectable Suspension",,,,,1292826,
VO_0001124,VO_0001124,VEE vaccine vector,,a viral vaccine vector that uses a Venezuelan equine encephalitis virus strain as the vaccine vector,,,,
VO_0005003,VO_0005003,pHW2000 DNA vaccine plasmid,,"A DNA vaccine plasmid vector that has the plasmid label pHW2000.  This plasmid is derived from pHW12 and contains part of the human pol I promoter and murine terminator sequences, a CMV promoter, and the polyadenylation signal of the gene encoding bovine growth hormone.",,,,
VO_0003603,VO_0003603,influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML,,,,,2050417,
VO_0000219,VO_0000219,vaccine solvent,,a vaccine component that is used to dissolve vaccine powder into liquid. The vaccine in a powder form has to be reconstituted by mixing vaccine powder with vaccine solvent before administered.,,,,
VO_0005422,VO_0005422,SLA-LSQ vaccine adjuvant,,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI",,,
VO_0004828,VO_0004828,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 1150000 UNT/ML,,,,,798295,
VO_0001315,VO_0001315,SPT (Antigen Formulation),,"An emulsion vaccine adjuvant that is an emulsion of squalane (5%), Tween 80( 0.2%), Pluronic L121( 1.25%), phosphate-buffered saline pH 7.4, and antigen.",,,,
VO_0003349,VO_0003349,meningococcal group B vaccine 0.1 MG/ML,,,,,1601397,
VO_0005038,VO_0005038,pUMVC4b DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pUMVC4b.  This plasmid is 4478 base pairs in length and contains a CMV promoter and kanamycin and ampicillin resistance genes.,,,,
VO_0003232,VO_0003232,pneumococcal capsular polysaccharide type 4 vaccine,,,,,854962,
VO_0000192,VO_0000192,Montanide 103 vaccine adjuvant,,A Montanide vaccine adjuvant that is Montanide 103.,,,,
VO_0001340,VO_0001340,DHEA vaccine adjuvant,,"A synthetic vaccine adjuvant that is DHEA, which is relatively stable and can be directly incorporated into vaccine formulations.",,,,
VO_0000327,VO_0000327,pUC19 DNA vaccine plasmid,,,,,,
VO_0003329,VO_0003329,pneumococcal capsular polysaccharide type 33F vaccine 0.05 MG/ML,,,,,854961,
VO_0005073,VO_0005073,pGT146-mIL-12 DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pGT146-mIL-12.,,,,
VO_0005434,VO_0005434,PVSRIPO vaccine vector,,"A recombinant viral vaccine vector that uses PVSRIPO, a recombinant nonpathogenic polio-rhinovirus chimera. PVSRIPO is an engineerable oncolytic virus whereas its internal ribosomal entry site element can be substituted to demolish its cytopathogenic effect. PVSRIPO has a natural inherent tropism for antigen-presenting cells (including dendritic cells and macrophages) due to the presence of the CD-155 receptor on their cellular surfaces. This enables it of inducing CD8+ T-cell mediate immune responses.",,,,
VO_0003360,VO_0003360,Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen,,,,,1601231,
VO_0000214,VO_0000214,pCI-neo DNA vaccine plasmid,,,,,,
VO_0003661,VO_0003661,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML,,,,,1928310,
VO_0003836,VO_0003836,"poliovirus vaccine inactivated, type 2 (MEF-1)",,,,,763098,
VO_0005360,VO_0005360,chitosan vaccine adjuvant,,A carbohydrate vaccine adjuvant that is aminoglycan consisting of β-(1->4)-linked D-glucosamine residues.,,,,
VO_0005300,VO_0005300,AlT3 vaccine adjuvant,,,"Chemical Nature: Combination adjuvant
Receptor: TLR3
Mechanism of Action: TLR3 agonist plus potential inflammasome
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Darrick Carter, PAI Life Services",,,
VO_0000853,VO_0000853,vaccine stabilizer,,a vaccine additive that helps to protect the vaccine from adverse conditions such as the freeze-drying process (for those vaccines that are freeze-dried) or heat.,,,,
VO_0003508,VO_0003508,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML",,,,,1304300,
VO_0001042,VO_0001042,BoHV-4 vaccine vector,,,,,,
VO_0005004,VO_0005004,pCMV/R DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pCMV/R. This plasmid is a mammalian expression vector with a CMV promoter.,,,,
VO_0003664,VO_0003664,influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML,,,,,2048959,
VO_0000228,VO_0000228,vaccine powder,,a vaccine component that contains the solid form of all vaccine components. A vaccine can be reconstituted by mixing vaccine powder with vaccine solvent.,,,,
VO_0005423,VO_0005423,SLA-SE vaccine adjuvant,,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: n/a

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT03820414
https://clinicaltrials.gov/ct2/show/NCT02071758",,,
VO_0004829,VO_0004829,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 1400000 UNT/ML,,,,,798289,
VO_0001319,VO_0001319,nanoemulsion vaccine adjuvant,,An emulsion vaccine adjuvant and is made from non-toxic lipid droplets a few hundred nanometers in diameter and made from surfactants approved for human consumption and common food substances that are 'Generally Recognized as Safe' (GRAS) by the FDA.,,,,
VO_0003365,VO_0003365,Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML,,,,,1601400,
VO_0005039,VO_0005039,pRC DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pRC.  This plasmid is 7400 base pairs in length and contains CMV and RSV promoters.,,,,
VO_0000252,VO_0000252,pDRVISV1.0 DNA vaccine plasmid,,,,,,
VO_0003246,VO_0003246,pneumococcal capsular polysaccharide type 8 vaccine,,,,,854970,
VO_0001268,VO_0001268,Montanide ISA 720 vaccine adjuvant,,A Montanide vaccine adjuvant that is formulated as water-in-oil emulsions and induces high antibody titers in several animal species. It is a vaccine adjuvant composed of metabolizable oil and a surfactant system designed to make a water-in-oil emulsion. It has been used since 1992 in more than 50 clinical trials related to therapeutic vaccines against various diseases such as cancer and malaria.,,,,
VO_0001341,VO_0001341,DL-PGL (Polyester poly (DL-lactide-co-glycolide)) vaccine adjuvant,,"A synthetic vaccine adjuvant that is PLGA, which has been used in the controlled delivery of peptide drugs.",,,,
VO_0000328,VO_0000328,pV1J DNA vaccine plasmid,,,,,,
VO_0003571,VO_0003571,pneumococcal capsular polysaccharide type 6B vaccine 0.05 MG/ML,,,,,854967,
VO_0005074,VO_0005074,pDNAVACC DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pDNAVACC.,,,,
VO_0001028,VO_0001028,Leishmania tarentolae vaccine vector,,a parasite vaccine vector using a live attenuated Leishmania tarentolae strain.  ,,,,
VO_0003362,VO_0003362,Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen,,,,,1601233,
VO_0000215,VO_0000215,pCMV DNA vaccine plasmid,,,,,,
VO_0003662,VO_0003662,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML,,,,,1928291,
VO_0003837,VO_0003837,"poliovirus vaccine inactivated, type 3 (Saukett)",,,,,763100,
VO_0005364,VO_0005364,Tomatine vaccine adjuvant,,"A carbohydrate vaccine adjuvant that is tomatidine in which the hydroxy group at position 3 is linked to lycotetraose, a tetrasaccharide composed of two units of D-glucose, one unit of D-xylose, and one unit of D-galactose.",,,,
VO_0005301,VO_0005301,Alhydroxiquim-II vaccine adjuvant,,,"Chemical Nature: Small molecule
Receptor: (1) TLR7, (2) TLR8
Mechanism of Action: TLR7/8 dual agonist - lymph node delivery
Immune profile induced: Th1-biased
Other Features/Characteristics: Promotes antibody affinity maturation
Point of Contact: Sunil David, Virovax",,,
VO_0003509,VO_0003509,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML",,,,,1304309,
VO_0004855,VO_0004855,smallpox vaccine live vaccinia virus 500000000 UNT/ML,,,,,833080,
VO_0001046,VO_0001046,Herpes simplex virus vaccine vector,,a herpesvirus vaccine vector that uses a herpes simplex virus strain,,,,
VO_0005005,VO_0005005,VRC-9123 DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label VRC-9123.,,,,
VO_0003909,VO_0003909,influenza B virus B/Maryland/15/2016 antigen 0.09 MG/ML,,,,,2050375,
VO_0000854,VO_0000854,vaccine residual,,a vaccine component that remains from the vaccine manufacturing process.,"Although no all manufacturing residuals may be identified and quantified, their presence and quantity is assumed to be constant because of the constancy of the manufacturing process.",,,
VO_0005424,VO_0005424,GLA-AF vaccine adjuvant,,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT02508376
https://clinicaltrials.gov/ct2/show/NCT02647489
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT03589794",,,
VO_0004826,VO_0004826,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 1100000 UNT/ML,,,,,798291,
VO_0001320,VO_0001320,AS03 vaccine adjuvant,,"An emusion vaccine adjuvant that contains Œ±-tocopherol and squalene, two biodegradable polyprenyls, in an oil-in-water emulsion.",,,,
VO_0003369,VO_0003369,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML,,,,,1593131,
VO_0005040,VO_0005040,pAK-4 DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pAK-4.  This plasmid is 6600 base pairs in length and contains a CMV promoter and kanamycin and ampicillin resistance genes.,,,,
VO_0000253,VO_0000253,pECK DNA vaccine plasmid,,,,,,
VO_0003248,VO_0003248,pneumococcal capsular polysaccharide type 3 vaccine,,,,,854958,
VO_0001269,VO_0001269,Montanide incomplete Seppic adjuvant,,A Montanide vaccine adjuvant that is a mineral oil adjuvant.,,,,
VO_0001351,VO_0001351,threonyl muramyl dipeptide (TMDP) vaccine adjuvant,,A synthetic vaccine adjuvant that is threonyl muramyl dipeptide (TMDP).,,,,
VO_0000999,VO_0000999,pVCL1012 DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pVCL1012. The promoter is HCMV and the manufacturer is Vical Inc.,,,,
VO_0003309,VO_0003309,pneumococcal capsular polysaccharide type 23F vaccine 0.05 MG/ML,,,,,854957,
VO_0005075,VO_0005075,VR1055 DNA vaccine plasmid,,"A DNA vaccine plasmid vector that has the plasmid label VR1055.  This plasmid is derived from pUC19 and contains a CMV promoter, kanamycin resistance gene, a cloning polylinker, and a transcriptional terminator region derived from the rabbit beta-globin gene.",,,,
VO_0001122,VO_0001122,Saccharomyces cerevisiae vaccine vector,,a recombinant vaccine vector that uses Saccharomyces cerevisiae as the vaccine vector,,,,
VO_0003366,VO_0003366,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen,,,,,1593127,
VO_0000216,VO_0000216,pCMV-1 DNA vaccine plasmid,,,,,,
VO_0003714,VO_0003714,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML,,,,,1928300,
VO_0005365,VO_0005365,Zymosan vaccine adjuvant,,A carbohydrate vaccine adjuvant that polysaccharide prepared from the cell wall of Saccaromyces cerevisiae (bakers' yeast).,,,,
VO_0005302,VO_0005302,Adjuplex+GLA vaccine adjuvant,,,"Chemical Nature: (1) Synthetic derivative of natural compound, (2) Emulsion, (3) Combination adjuvant, (4) Other
Receptor: TLR4
Mechanism of Action: Adjuplex enhances cross presentation to CD8 T cells and GLA stimulates TLR4 signaling
Immune profile induced: Mixed Th1/Th17
Other Features/Characteristics: None
Point of Contact: Marulasiddappa Suresh, UW Madison",,,
VO_0003391,VO_0003391,"acellular pertussis vaccine, inactivated 0.116 MG/ML",,,,,829893,
VO_0003024,VO_0003024,lyophilized vaccine powder,,a vaccine powder that is freeze-dried and lyophilized. ,,,,
VO_0003510,VO_0003510,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML",,,,,1304123,
VO_0001050,VO_0001050,pseudorabies virus strain Bartha vaccine vector,,"A herpesevirus vaccine vector that uses an established live-virus vaccine against Aujeszky's disease of swine, pseudorabies virus (PrV) strain Bartha (PrV-Ba), to serve as vector.",,,,
VO_0005006,VO_0005006,pPJV7563 DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pPJV7563.  This plasmid has a human cytomegalovirus immediate early promoter.,,,,
VO_0003790,VO_0003790,influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML,,,,,1801604,
VO_0000337,VO_0000337,pWRG1644 DNA vaccine plasmid,,,,,,
VO_0000919,VO_0000919,vaccine antigen,,the vaccine component that is used as antigen to produce an immune responce protect against the specific pathogen or disease.,"This is a modified or partial form of the virus, bacteria or the toxin that causes the disease against which the vaccine protects. The vaccine antigen is altered from its original form so it no longer causes disease but it can produce an immune response.(Vaccine components FactSheet of NCIRS)",,,
VO_0005471,VO_0005471,MAS-1 vaccine adjuvant,,A vaccine adjuvant 30:70 (w/w) Water-in-Oil  (W/O) emulsion that stimulates a mixed Th1/Th2 response.,"Chemical Nature: emulsion
Mechanism of Action: adjuvanted antigen depot at injection site
Immune profile induced: Mixed Th1/Th2

Route of immunization: IM and SQ
Point of Contact: Peter Blackburn, MerciaPharma

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=23595760
https://www.ncbi.nlm.nih.gov/pubmed/?term=24783964
https://www.ncbi.nlm.nih.gov/pubmed/?term=34429319
https://www.ncbi.nlm.nih.gov/pubmed/?term=34926305

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT02500680
https://clinicaltrials.gov/ct2/show/NCT02500680
https://clinicaltrials.gov/ct2/show/NCT03624062
https://clinicaltrials.gov/ct2/show/NCT02118077",,,
VO_0004827,VO_0004827,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 1100000 UNT/ML,,,,,798287,
VO_0001330,VO_0001330,AF03 vaccine adjuvant,,An emulsion vaccine adjuvant containing 2.5% squalene.,,,,
VO_0005041,VO_0005041,pCMVi(-H3)Ubs DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pCMVi(-H3)Ubs.  This plasmid contains a CMV promoter.,,,,
VO_0000254,VO_0000254,pES DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pES.  This plasmid has a CMV promoter and contains a kanamycin resistance gene.,,,,
VO_0003249,VO_0003249,pneumococcal capsular polysaccharide type 33F vaccine,,,,,854960,
VO_0001270,VO_0001270,Montanide ISA51 vaccine adjuvant,,A Montanide vaccine adjuvant that is a vaccine adjuvant composed of a light mineral oil and a surfactant system designed to make a water-in-oil emulsion.,,,,
VO_0000366,VO_0000366,liposome-based vaccine adjuvant,,"A particulate antigen delivery system that contains particles made up of concentric lipid membranes containing phospholipids and other lipids in a bilayer configuration separated by aqueous compartments. It is a relatively stable but non-covalently-bound complex of saponin adjuvant Quil-A, cholesterol and amphipathic antigen in a molar ratio of approximately 1:1:1. The spectrum of viral capsid antigens and non-viral amphipathic antigens of relevance for human vaccination, incorporated into ISCOMs, comprises influenza, measles, rabies, gp340 from EB-virus, gp120 from HIV, Plasmodium falciparum and Trypanosoma cruzi.",,,,
VO_0001000,VO_0001000,pSCA1 DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pSCA1.,,,,
VO_0003311,VO_0003311,pneumococcal capsular polysaccharide type 7F vaccine 0.05 MG/ML,,,,,854969,
VO_0005076,VO_0005076,pRSC DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pRSC.,,,,
VO_0000464,VO_0000464,protein of pathogen organism as vaccine component,,,,,,
VO_0003370,VO_0003370,Neisseria meningitidis serogroup B recombinant NADA fusion protein antigen,,,,,1601232,
VO_0000220,VO_0000220,pCMVI.UBF3/2 DNA vaccine plasmid,,,,,,
VO_0003805,VO_0003805,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML,,,,,1664467,
VO_0005294,VO_0005294,DDO (Defective viral genome-Derived Oligonucleotide) vaccine adjuvant,,,"Chemical Nature: (1) Synthetic derivative of natural compound, (2) Nucleic acid
Receptor: TLR3
Mechanism of Action: TLR3, possibly RIG-I - agonist
Immune profile induced: Th1-biased
Other Features/Characteristics: (1) Induces mucosal immunity, (2) Induces CD8 T cells, (3) Provides innate protection. By routes: SQ, IM.
Point of Contact: Carolina Lopez, University of Washington at St Louis",,,
VO_0005303,VO_0005303,2F52 vaccine adjuvant,,,"Chemical Nature: Small molecule
Receptor: Dendritic cells (unknown receptor)
Mechanism of Action: Innate immune activation/enhancer
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Dennis Carson, UCSD",,,
VO_0003392,VO_0003392,"acellular pertussis vaccine, inactivated 96 UNT/ML",,,,,801826,
VO_0000704,VO_0000704,antibiotics vaccine residual,,a vaccine residual that is from antibiotics used during the manufacture process.,,,,
VO_0001059,VO_0001059,Oka varicella vaccine vector,,a poxvirus vaccine vector that uses an attenuated Oka varicella virus strain,,,,
VO_0005007,VO_0005007,p188 DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label p188.  This plasmid is a replication-defective derivative of pP1/H7.,,,,
VO_0003822,VO_0003822,influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML,,,,,2054271,
VO_0000346,VO_0000346,pWRG7077 DNA vaccine plasmid,,,,,,
VO_0003437,VO_0003437,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection,,,,,1658058,
VO_0005472,VO_0005472,ProLNG-S vaccine adjuvant,,A vaccine adjuvant that induces CD8 T cells and provides innate protection.,"Chemical Nature: small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: SQ
Point of Contact: Taegyan Kang, Progeneer

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=36635335

Ongoing clinical trials: n/a",,,
VO_0004816,VO_0004816,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 1000000 UNT/ML",,,,,805574,
VO_0005292,VO_0005292,EmT4 vaccine adjuvant,,,"Chemical Nature: Emulsion
Receptor: TLR4
Mechanism of Action: Squalene emulsion plus TLR4
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Darrick Carter, PAI Life Sciences",,,
VO_0003199,VO_0003199,"Bordetella pertussis pertactin vaccine, inactivated",,,,,1300380,
VO_0005042,VO_0005042,Auxo-GTU DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label Auxo-GTU.,,,,
VO_0000256,VO_0000256,pET21a DNA vaccine plasmid,,,,,,
VO_0003250,VO_0003250,pneumococcal capsular polysaccharide type 6B vaccine,,,,,854966,
VO_0005361,VO_0005361,Montanide IMS 1313 vaccine adjuvant,,A Montanide vaccine adjuvant that is a water-dispersed liquid IMS 1313 nanoparticle combined with an immuno-stimulating compound.,,,,
VO_0000757,VO_0000757,ISCOM vaccine adjuvant,,"A particulate antigen delivery system that consists of an assembly of antigens in multimeric form and presents an antigen to induce specific immunologic responses. The assembly is attached to a matrix with a built-in adjuvant, saponin. ISCOMs induce strong serum antibody responses, and are used as highly immunogenic forms of subunit vaccines. MeSH term: D20.215.894.860.449.",,,,
VO_0001002,VO_0001002,phCMV1 DNA vaccine plasmid,,"A DNA vaccine plasmid vector that has the plasmid label phCMV1.  This plasmid is 4200 base pairs long, has a CMV promoter, contains kanamycin and neomycin antibiotics resistance genes, and is manufactured by Genlantis. ",,,,
VO_0003332,VO_0003332,pneumococcal capsular polysaccharide type 9N vaccine 0.05 MG/ML,,,,,854973,
VO_0005077,VO_0005077,pcDNA3.1(Zeo)+ DNA vaccine plasmid,,"A DNA vaccine plasmid vector that has the plasmid label pcDNA3.1(Zeo)+.  This plasmid is 5015 base pairs in length and contains a zeocin selectable marker, a CMV promoter, and an ampicillin resistance gene.",,,,
VO_0001256,VO_0001256,polysaccharide of pathogen organism as vaccine component,,,,,,
VO_0003470,VO_0003470,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen,,,,,1657224,
VO_0000221,VO_0000221,pCMV-3FUB DNA vaccine plasmid,,,,,,
VO_0003819,VO_0003819,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML,,,,,1946981,
VO_0006104,VO_0006104,S-540956 vaccine adjuvant,,"An oligonucleotide vaccine adjuvant that is a TLR9-agonistic adjuant containing a CpG oligonucleotide annealed to a complementary strand with an amphiphilic chain unit, acts as a potent cancer vaccine adjuvant by targeting draining lymph nodes.","Chemical Nature: Oligonucleotide
Mechanism of Action: Activation of TLR9 signaling pathway
Immune profile induced: Th1-biased

Route of immunization: IM, SQ
Point of Contact: Maki Hayase, Shionogi &Co., Ltd

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=35003132
https://www.ncbi.nlm.nih.gov/pubmed/?term=37243234

Ongoing clinical trials:
N/A",,,
VO_0005357,VO_0005357,Advax-CpG vaccine adjuvant,,A vaccine adjuvant that includes an inulin-based polysaccharide (Advax) and a CpG oligodeoxynucleotide (ODN).,"Pubmed References:Chemical Nature: (1) combination adjuvant
Mechanism of Action: (1) complement, (2) dendritic cells, (3) other/unknown, (4) TLR9 Immune profile induced: mixed Th1
Other Features/Characteristics: (1) induces CD8 T cells, (2) provides innate protection, (3) anti-inflammatory, (4) promotes antibody affinity maturation, (5) effective in newborns, (6) high stability
By routes: SQ, IM
Point of Contact: Nikolai Petrovsky, Vaxine LTD",,,
VO_0000855,VO_0000855,inactivation residual in vaccine,,"a vaccine residual that is used to inactivate bacteria and viruses or to detoxify bacterial toxins. For example, formaldehyde is a frequently used inactivation agent in vaccine preparation.",,,,
VO_0001067,VO_0001067,herpesvirus of turkey vaccine vector,,,,,,
VO_0005008,VO_0005008,VR10551 DNA vaccine plasmid,,"A DNA vaccine plasmid vector that has the plasmid label VR10551.  This plasmid contains a human cytomegalovirus immediate early 1 promoter, a kanamycin resistance gene, intron A and a modified rabbit b-globin terminator.",,,,
VO_0003915,VO_0003915,influenza B virus B/Brisbane/9/2014 antigen 0.015 MG/ML,,,,,1724000,
VO_0000353,VO_0000353,pWRM DNA vaccine plasmid,,,,,,
VO_0003943,VO_0003943,"Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML",,,,,1301888,
VO_0005180,VO_0005180,nanoparticle vector,,A vaccine component composed of a synthetic component that is solid and spherical structures ranging to around 100 nm in size and prepared from natural or synthetic polymers.,,,,
VO_0005473,VO_0005473,CAF09b vaccine adjuvant,,A vaccine adjuvant that is a lipid-based vaccine adjuvent based on cationic surfactant dimethyl-dioctadecyl ammonium (DDA) combined with C-type lectin agonist monomycoloyl glycerol (MMG) and TLR3 agonist poly I:C. CAF09b is able to induce CD8+ T-cell response.,"Chemical Nature: Liposome
Mechanism of Action: n/a
Immune profile induced: n/a

Route of immunization: IN, IP, IM,
Point of Contact: Gabriel Kristian Pedersen, Staten Serum Institute (SSI)

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=35163772
https://www.ncbi.nlm.nih.gov/pubmed/?term=33352684
https://www.ncbi.nlm.nih.gov/pubmed/?term=35036074

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT03715985",,,
VO_0005293,VO_0005293,Em vaccine adjuvant,,,"Chemical Nature: Emulsion
Receptor: Unknown
Mechanism of Action: Squalene emulsion possibly triggering inflammasome or through extracellular ATP
Immune profile induced: None
Other Features/Characteristics: None
Point of Contact: Darrick Carter, PAI Life Sciences",,,
VO_0003200,VO_0003200,"Bordetella pertussis toxoid vaccine, inactivated",,,,,1300186,
VO_0005043,VO_0005043,pCMN160 DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pCMN160.  This plasmid has a CMV promoter.,,,,
VO_0000257,VO_0000257,pET-28a DNA vaccine plasmid,,,,,,
VO_0003252,VO_0003252,pneumococcal capsular polysaccharide type 23F vaccine,,,,,854956,
VO_0005362,VO_0005362,Montanide ISA 206 vaccine adjuvant,,A water-dispersed liquid nanoparticle combined with an immuno-stimulating compound.,,,,
VO_0001333,VO_0001333,ISCOMATRIX vaccine adjuvant,,"A particulate antigen delivery system that is a vaccine adjuvant comprising cholesterol, phospholipid and saponin but without antigen.",ISCOMATRIX is identical to ISCOMs except that it does not contain antigen. Ref: PMID: 17336431.,,,
VO_0001003,VO_0001003,pCJ-3 DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pCJ-3.  This plasmid has a CMV promoter and a kanamycin resistance gene.,,,,
VO_0003312,VO_0003312,pneumococcal capsular polysaccharide type 5 vaccine 0.05 MG/ML,,,,,854965,
VO_0005078,VO_0005078,pVF DNA vaccine plasmid,,A DNA vaccine plasmid vector that has the plasmid label pVF.,,,,
VO_0003855,VO_0003855,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML",,,,,807220,
VO_0000365,VO_0000365,lipopolysaccharide of pathogen organism as vaccine component,,,,,,
VO_0003475,VO_0003475,influenza A virus A/South Australia/55/2014 (H3N2) antigen,,,,,1657130,
VO_0000222,VO_0000222,pCMV-int DNA vaccine plasmid,,,,,,
VO_0003361,VO_0003361,Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML,,,,,1601398,
VO_0005325,VO_0005325,VSA-2 vaccine adjuvant,,A vaccine adjuvant that is synthesized by derivatizing a natural Momordica saponin in one step.  VSA-2 is chemically stable. VSA-2 is much less toxic than QS-21.  VSA-2 is more Th1-biased than QS-21. Momordica saponins are isolated from widely available and sustainable sources.,"Pubmed References:
Chemical Nature: (1) Synthetic derivative of natural compound
Mechanism of Action: unknown
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) synthetic saponin with lower toxicity and higher stability than QS21
By routes: SQ
Point of Contact: Pengfei Wang, University of Alabama
https://www.ncbi.nlm.nih.gov/pubmed/?term=32101001",,,
VO_0000856,VO_0000856,cell culture residual in vaccine,,"a vaccine residual that is generatead from cell culture for vaccine preparation. Examples include: antibiotics, sensitizing substances, bacterial and cellular residuals, and adventitious agents.",,,,
VO_0003524,VO_0003524,"Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML",,,,,857922,
VO_0001073,VO_0001073,CMV vaccine vector,,a herpesvirus vaccine vector that uses a CMV virus strain,,,,
VO_0005009,VO_0005009,VCL-1632 DNA vaccine plasmid,,"A DNA vaccine plasmid vector that has the plasmid label VCL-1632.  This plasmid contains a CMV promoter, kanamycin resistance gene, the murine κ constant region sequence, a translational enhancer, the murine IgG2a heavy-chain sequence, and a translation terminator.  This plasmid is derived from pUC-18.",,,,
VO_0005181,VO_0005181,chimpanzee adenovirus Oxford1 vaccine vector,,"A chimpanzee adenovirus vaccine vector that  patented by Oxford and derived from ChAd serotype Y25 that exchanges the native E4 orf4, orf6 and orf6/7 genes for those from HAdV-C5",,,,
VO_0003942,VO_0003942,"Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML",,,,,1301886,
VO_0000166,VO_0000166,bacterial vaccine vector,,a vaccine vector that uses a live bacterium as the vector ,,,,
