,ID,VO_STR,RXN
4877,VO_0007393,Fas-Chimera Transgene-expressing Endothelial Tumor Cell-targeting Adenovector VB-111 Vaccine,
4878,VO_0000033,Diphtheria and Tetanus Toxoids Adsorbed USP by Sanofi Pasteur Inc,
4879,VO_0003531,Proteobacteria vaccine,
4880,VO_0001930,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.30),
4881,VO_0001853,Feline Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 16D5.20),
4882,VO_0003847,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML [Ipol]",763104
4883,VO_0004362,"M. tuberculosis DNA vaccine encoding Ag85B, MPT64 and MPT83",
4884,VO_0003304,"L1 protein, Human papillomavirus type 31 Vaccine",1596930
4885,VO_0004231,Tetanus Toxoid with Stearyl Tyrosine,
4886,VO_0004352,Hepatitis B DNA vaccine PLGA-CTAB-DNA encoding the small envelope gene,
4887,VO_0011377,B. pertussis BrkA protein vaccine,
4888,VO_0011460,C. posadasii subunit PMP1 protein vaccine,
4889,VO_0001605,Avian Pneumovirus Modified Live Virus Vaccine (USDA: 1A31.20),
4890,VO_0002212,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4639.21),
4891,VO_0004786,rS.C-APP-ApxIIA,
4892,VO_0001792,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.03),
4893,VO_0001633,Bursal Disease Killed Virus Vaccine (USDA: 1275.02),
4894,VO_0005410,SYS6006,
4895,VO_0004223,B. anthracis rPA Vaccine with Rehydragel HPA adjuvant,
4896,VO_0004846,MENVEO vaccine 0.5 ML Injection,901518
4897,VO_0006000,adenovirus vaccine unspecified formulation,
4898,VO_0007578,autologous dendritic cells (DCs) vaccine,
4899,VO_0001517,Canarypox virus vaccine,
4900,VO_0007028,NY-ESO-B Vaccine,
4901,VO_0004366,Herpes simplex virus DNA vaccine Delta-gB-2 encoding gB,
4902,VO_0005459,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, unspecified formulation",
4903,VO_0003319,pneumococcal capsular polysaccharide type 15B vaccine 0.05 MG/ML,854941
4904,VO_0004498,Avian influenza virus DNA vaccine pN1NA encoding N1 neuraminidase,
4905,VO_0015016,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injection",1658069
4906,VO_0007394,ICT-121 Dendritic Cell Vaccine,
4907,VO_0000043,FluLaval,
4908,VO_0003532,Betaproteobacteria vaccine,
4909,VO_0001349,SAF-1 vaccine adjuvant,
4910,VO_0015041,"L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML",1597083
4911,VO_0005287,LiT4 vaccine adjuvant,
4912,VO_0001051,porcine adenovirus 3 vaccine vector,
4913,VO_0000993,V1R DNA vaccine plasmid,
4914,VO_0003481,influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML,1664469
4915,VO_0003408,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,798444
4916,VO_0005384,TRAC478 vaccine adjuvant,
4917,VO_0001352,ty particles vaccine adjuvant,
4918,VO_0004864,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML,350966
4919,VO_0003511,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML",1303851
4920,VO_0005028,pCI30 DNA vaccine plasmid,
4921,VO_0000599,recombinant vaccine vector,
4922,VO_0003218,pneumococcal capsular polysaccharide type 12F vaccine,854936
4923,VO_0001289,calcium phosphate gel vaccine adjuvant,
4924,VO_0001307,non-ionic surfactant vesicles vaccine adjuvant,
4925,VO_0000302,pRc/CMV2 DNA vaccine plasmid,
4926,VO_0003320,pneumococcal capsular polysaccharide type 17F vaccine 0.05 MG/ML,854943
4927,VO_0005063,pIRES1neo DNA vaccine plasmid,
4928,VO_0001056,measles virus vaccine vector,
4929,VO_0004862,meningococcal group C polysaccharide 0.1 MG/ML,350967
4930,VO_0000114,pCAGGST7 DNA vaccine plasmid,
4931,VO_0003037,lactose vaccine stabilizer,
4932,VO_0005358,AS01B vaccine adjuvant,
4933,VO_0005288,INI-4001 vaccine adjuvant,
4934,VO_0001055,chimpanzee adenovirus vaccine vector,
4935,VO_0000995,pVAC1 3.0 DNA vaccine plasmid,
4936,VO_0003482,influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML,1661110
4937,VO_0005385,GLA-3M-052-LS vaccine adjuvant,
4938,VO_0005367,MPL + TDM vaccine adjuvant,
4939,VO_0003512,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.12 MG/ML",1304299
4940,VO_0005029,pCP15/60 DNA vaccine plasmid,
4941,VO_0003219,pneumococcal capsular polysaccharide type 14 vaccine,854938
4942,VO_0001251,LTK63 vaccine mutant,
4943,VO_0001308,PMMA vaccine adjuvant,
4944,VO_0000304,pRK DNA vaccine plasmid,
4945,VO_0003321,pneumococcal capsular polysaccharide type 18C vaccine 0.05 MG/ML,854945
4946,VO_0003385,"tetanus toxoid vaccine, inactivated 10 UNT/ML",798307
4947,VO_0005064,pRc/RSV DNA vaccine plasmid,
4948,VO_0001057,Coxsackievirus vaccine vector,
4949,VO_0004889,meningococcal group A polysaccharide 0.1 MG/ML,328467
4950,VO_0000116,pCBINT DNA vaccine plasmid,
4951,VO_0003027,human serum albumin vaccine additive,
4952,VO_0006092,LMQ vaccine adjuvant,
4953,VO_0005289,INI-2004 vaccine adjuvant,
4954,VO_0001081,adenovirus serotype 5 vaccine vector,
4955,VO_0000997,pSin-CMV-Vac DNA vaccine plasmid,
4956,VO_0003483,influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML,1801177
4957,VO_0005386,3M-052-SE vaccine adjuvant,
4958,VO_0000133,Freund's emulsified oil adjuvant,
4959,VO_0003513,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML",1304308
4960,VO_0005030,pUMVC3 DNA vaccine plasmid,
4961,VO_0015055,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML,762818
4962,VO_0003220,pneumococcal capsular polysaccharide type 15B vaccine,854940
4963,VO_0001272,EtxB vaccine adjuvant,
4964,VO_0001309,protein cochleates vaccine adjuvant,
4965,VO_0000305,pRSV DNA vaccine plasmid,
4966,VO_0003322,pneumococcal capsular polysaccharide type 19A vaccine 0.05 MG/ML,854947
4967,VO_0003401,"tetanus toxoid vaccine, inactivated 20 UNT/ML",801712
4968,VO_0005065,pCI-TPA DNA vaccine plasmid,
4969,VO_0001060,Newcastle disease virus vaccine vector,
4970,VO_0000200,influenza A virus A/California/7/2009 (H1N1) antigen,1657331
4971,VO_0000117,pCdm7 DNA vaccine plasmid,
4972,VO_0003033,bovine serum albumin vaccine additive,
4973,VO_0006095,SMNP vaccine adjuvant,
4974,VO_0005290,INI-2002 vaccine adjuvant,
4975,VO_0001082,AcMNPV vector,
4976,VO_0000998,pGACAG DNA vaccine plasmid,
4977,VO_0003485,influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML,1946982
4978,VO_0005387,3M-052-Alum vaccine adjuvant,
4979,VO_0000190,squalene vacccine adjuvant,
4980,VO_0005031,pcDNA1 DNA vaccine plasmid,
4981,VO_0003221,pneumococcal capsular polysaccharide type 17F vaccine,854942
4982,VO_0001321,LTR192G vaccine adjuvant,
4983,VO_0001316,stearyl tyrosine vaccine adjuvant,
4984,VO_0000306,pRSV0 DNA vaccine plasmid,
4985,VO_0003324,pneumococcal capsular polysaccharide type 19F vaccine 0.05 MG/ML,854949
4986,VO_0003406,"tetanus toxoid vaccine, inactivated 8 UNT/ML",316782
4987,VO_0003455,"diphtheria toxoid vaccine, inactivated",798304
4988,VO_0005066,pCSIVgag DNA vaccine plasmid,
4989,VO_0001062,myxoma virus vaccine vector,
4990,VO_0003453,influenza A virus A/Christchurch/16/2010 (H1N1) antigen,1657222
4991,VO_0000130,pcDNA I/Amp DNA vaccine plasmid,
4992,VO_0003497,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus",1303851
4993,VO_0003235,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML,1657331
4994,VO_0006096,ALFQ vaccine adjuvant,
4995,VO_0005291,Fos47 vaccine adjuvant,
4996,VO_0000420,pathogen organism component in vaccine,
4997,VO_0001086,complex adenovirus vaccine vector,
4998,VO_0001004,pcDNA3.1/V5-His DNA vaccine plasmid,
4999,VO_0003487,influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML,1657135
5000,VO_0005388,SWE vaccine adjuvant,
5001,VO_0001271,Montanide vaccine adjuvant,
5002,VO_0005032,pCAT DNA vaccine plasmid,
5003,VO_0003222,pneumococcal capsular polysaccharide type 18C vaccine,854944
5004,VO_0001344,LTK72 vaccine adjuvant,
5005,VO_0001317,Theramide vaccine adjuvant,
5006,VO_0000313,pSC65 DNA vaccine plasmid,
5007,VO_0003325,pneumococcal capsular polysaccharide type 2 vaccine 0.05 MG/ML,854951
5008,VO_0003407,"tetanus toxoid vaccine, inactivated 4 UNT/ML",331444
5009,VO_0005067,pVacc4 DNA vaccine plasmid,
5010,VO_0001063,Maraba virus vaccine vector,
5011,VO_0003410,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injectable Product,1159739
5012,VO_0003477,influenza A virus A/Brisbane/10/2010 (H1N1) antigen,1657127
5013,VO_0000132,pcDNA3 DNA vaccine plasmid,
5014,VO_0003260,influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML,1658708
5015,VO_0006099,GLA-Alum vaccine adjuvant,
5016,VO_0006102,oligonucleotide vaccine adjuvant,
5017,VO_0003049,vaccine conjugate protein,
5018,VO_0001087,human adenovirus vaccine vector,
5019,VO_0001005,pSecTag2 C DNA vaccine plasmid,
5020,VO_0003489,influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML,1657229
5021,VO_0003421,Hepatitis B Surface Antigen Vaccine Injection,1657681
5022,VO_0005389,SQ vaccine adjuvant,
5023,VO_0001238,Ribi vaccine adjuvant,
5024,VO_0005033,pGT36 DNA vaccine plasmid,
5025,VO_0003223,pneumococcal capsular polysaccharide type 19A vaccine,854944
5026,VO_0003154,ISS 1018 CpG ODN vaccine adjuvant,
5027,VO_0001318,CRL1005 vaccine adjuvant,
5028,VO_0000314,pSG2 DNA vaccine plasmid,
5029,VO_0003326,pneumococcal capsular polysaccharide type 20 vaccine 0.05 MG/ML,854953
5030,VO_0005068,pBC12B1 DNA vaccine plasmid,
5031,VO_0001072,duck enteritis virus vector,
5032,VO_0003413,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML,798445
5033,VO_0003600,influenza A virus A/Michigan/45/2015 (H1N1) antigen,1928289
5034,VO_0000158,pcDNA3.1 DNA vaccine plasmid,
5035,VO_0003507,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus",1304122
5036,VO_0003450,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML,1660921
5037,VO_0006100,SLA-Alum vaccine adjuvant,
5038,VO_0005295,CaPNP (CaPtivant)(TM) vaccine adjuvant,
5039,VO_0001129,non-replicating adenovirus accine vector,
5040,VO_0001007,pBC12/CMV/IL-2 DNA vaccine plasmid,
5041,VO_0003490,influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML,1660923
5042,VO_0003416,Hepatitis B Surface Antigen Vaccine Injectable Suspension,798420
5043,VO_0005390,LQ vaccine adjuvant,
5044,VO_0001260,Titermax Gold vaccine adjuvant,
5045,VO_0004840,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901516
5046,VO_0005034,VR1040 DNA vaccine plasmid,
5047,VO_0003224,pneumococcal capsular polysaccharide type 19F vaccine,854948
5048,VO_0001242,cholera toxin B subunit vaccine adjuvant,
5049,VO_0001328,imiquimod vaccine adjuvant,
5050,VO_0000320,pTHamp DNA vaccine plasmid,
5051,VO_0003327,pneumococcal capsular polysaccharide type 22F vaccine 0.05 MG/ML,854955
5052,VO_0005069,pGFP DNA vaccine plasmid,
5053,VO_0001084,baculovirus vaccine vector,
5054,VO_0003713,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen,1928290
5055,VO_0000167,pcDNA3.1V5HisTOPO/TA DNA vaccine plasmid,
5056,VO_0003452,influenza A virus A/California/7/2009 (H1N1) antigen 0.015 MG/ML,1724009
5057,VO_0001285,Algal Glucan vaccine adjuvant,
5058,VO_0005296,BECC470b vaccine adjuvant,
5059,VO_0000435,DNA vaccine plasmid vector,
5060,VO_0003950,"Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 MG/ML",1300780
5061,VO_0001131,replicating adenovirus accine vector,
5062,VO_0005000,pCAGGSP7 DNA vaccine plasmid,
5063,VO_0003491,influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML,1658710
5064,VO_0003419,Hepatitis B Surface Antigen Vaccine Prefilled Syringe,798425
5065,VO_0005419,MicroCrystalline Tyrosine vaccine adjuvant,
5066,VO_0001266,VSA-3 vaccine adjuvant,
5067,VO_0004841,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901508
5068,VO_0005035,pcTPA DNA vaccine plasmid,
5069,VO_0003225,pneumococcal capsular polysaccharide type 2 vaccine,854950
5070,VO_0001347,non-toxic mutant E112K of Cholera Toxin mCT-E112K vaccine adjuvant,
5071,VO_0001329,resiquimod vaccine adjuvant,
5072,VO_0000322,pTR600 DNA vaccine plasmid,
5073,VO_0003330,pneumococcal capsular polysaccharide type 4 vaccine 0.05 MG/ML,854963
5074,VO_0005070,pCMV-beta DNA vaccine plasmid,
5075,VO_0001088,murine leukemia viral vector vaccine,
5076,VO_0003804,influenza A virus A/Bolivia/559/2013 (H1N1) antigen,1664639
5077,VO_0000175,pCEP4 DNA vaccine plasmid,
5078,VO_0003523,"Influenza Virus Vaccine, Inactivated B-Brisbane-60-2008",857921
5079,VO_0003469,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML,1657223
5080,VO_0001292,gamma Inulin vaccine adjuvant,
5081,VO_0004861,meningococcal group C polysaccharide 0.01 MG/ML,1437844
5082,VO_0005297,BECC438s vaccine adjuvant,
5083,VO_0000580,vaccine adjuvant,
5084,VO_0003373,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injection",1876705
5085,VO_0005178,adenovirus serotype 26 vaccine vector,
5086,VO_0005001,pCAGGS/MCS DNA vaccine plasmid,
5087,VO_0003492,influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML,1946983
5088,VO_0005420,GLA-SE vaccine adjuvant,
5089,VO_0001301,MF59 vaccine adjuvant,
5090,VO_0004842,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901512
5091,VO_0005036,pMV10.1 DNA vaccine plasmid,
5092,VO_0003226,pneumococcal capsular polysaccharide type 20 vaccine,854952
5093,VO_0000139,complete Freund's adjuvant,
5094,VO_0001332,poly(I:C) vaccine adjuvant,
5095,VO_0000324,pTVG4 DNA vaccine plasmid,
5096,VO_0003331,pneumococcal capsular polysaccharide type 8 vaccine 0.05 MG/ML,854971
5097,VO_0005071,pSW3891 DNA vaccine plasmid,
5098,VO_0001102,retroviral vaccine vector,
5099,VO_0003818,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen,1946964
5100,VO_0000209,pHIS64 DNA vaccine plasmid,
5101,VO_0003521,"Influenza B virus vaccine, B-Wisconsin-1-2010-like virus",1303855
5102,VO_0003478,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML,1799398
5103,VO_0005207,Advax vaccine adjuvant,
5104,VO_0003278,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 20000 UNT/ML,1292436
5105,VO_0005298,BECC438b vaccine adjuvant,
5106,VO_0000968,pBLUESCRIPT DNA vaccine plasmid,
5107,VO_0003380,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injection",1658239
5108,VO_0005177,gorilla adenovirus vector,
5109,VO_0005002,pWRG DNA vaccine plasmid,
5110,VO_0003493,influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML,1664470
5111,VO_0015015,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection",1300466
5112,VO_0005421,GLA-SLQ vaccine adjuvant,
5113,VO_0004821,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 1000000 UNT/ML,798293
5114,VO_0001314,Specol vaccine adjuvant,
5115,VO_0004843,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML,901506
5116,VO_0005037,pET11d DNA vaccine plasmid,
5117,VO_0003227,pneumococcal capsular polysaccharide type 22F vaccine,854954
5118,VO_0000142,incomplete Freund's adjuvant,
5119,VO_0001338,Bupivacaine vaccine adjuvant,
5120,VO_0000326,pUC18 DNA vaccine plasmid,
5121,VO_0003328,pneumococcal capsular polysaccharide type 3 vaccine 0.05 MG/ML,854959
5122,VO_0005072,pJW4304 DNA vaccine plasmid,
5123,VO_0001112,bovine parainfluenza virus vaccine vector,
5124,VO_0003956,vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML,1812935
5125,VO_0000212,pCI DNA vaccine plasmid,
5126,VO_0003526,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus",1427022
5127,VO_0003835,"poliovirus vaccine inactivated, type 1 (Mahoney)",763096
5128,VO_0003604,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML,1928338
5129,VO_0005356,Adjuvax vaccine adjuvant,
5130,VO_0005299,AlT4 vaccine adjuvant,
5131,VO_0003382,"Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injectable Suspension",1292826
5132,VO_0001124,VEE vaccine vector,
5133,VO_0005003,pHW2000 DNA vaccine plasmid,
5134,VO_0003603,influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML,2050417
5135,VO_0000219,vaccine solvent,
5136,VO_0005422,SLA-LSQ vaccine adjuvant,
5137,VO_0004828,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 1150000 UNT/ML,798295
5138,VO_0001315,SPT (Antigen Formulation),
5139,VO_0003349,meningococcal group B vaccine 0.1 MG/ML,1601397
5140,VO_0005038,pUMVC4b DNA vaccine plasmid,
5141,VO_0003232,pneumococcal capsular polysaccharide type 4 vaccine,854962
5142,VO_0000192,Montanide 103 vaccine adjuvant,
5143,VO_0001340,DHEA vaccine adjuvant,
5144,VO_0000327,pUC19 DNA vaccine plasmid,
5145,VO_0003329,pneumococcal capsular polysaccharide type 33F vaccine 0.05 MG/ML,854961
5146,VO_0005073,pGT146-mIL-12 DNA vaccine plasmid,
5147,VO_0005434,PVSRIPO vaccine vector,
5148,VO_0003360,Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen,1601231
5149,VO_0000214,pCI-neo DNA vaccine plasmid,
5150,VO_0003661,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML,1928310
5151,VO_0003836,"poliovirus vaccine inactivated, type 2 (MEF-1)",763098
5152,VO_0005360,chitosan vaccine adjuvant,
5153,VO_0005300,AlT3 vaccine adjuvant,
5154,VO_0000853,vaccine stabilizer,
5155,VO_0003508,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML",1304300
5156,VO_0001042,BoHV-4 vaccine vector,
5157,VO_0005004,pCMV/R DNA vaccine plasmid,
5158,VO_0003664,influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML,2048959
5159,VO_0000228,vaccine powder,
5160,VO_0005423,SLA-SE vaccine adjuvant,
5161,VO_0004829,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 1400000 UNT/ML,798289
5162,VO_0001319,nanoemulsion vaccine adjuvant,
5163,VO_0003365,Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML,1601400
5164,VO_0005039,pRC DNA vaccine plasmid,
5165,VO_0000252,pDRVISV1.0 DNA vaccine plasmid,
5166,VO_0003246,pneumococcal capsular polysaccharide type 8 vaccine,854970
5167,VO_0001268,Montanide ISA 720 vaccine adjuvant,
5168,VO_0001341,DL-PGL (Polyester poly (DL-lactide-co-glycolide)) vaccine adjuvant,
5169,VO_0000328,pV1J DNA vaccine plasmid,
5170,VO_0003571,pneumococcal capsular polysaccharide type 6B vaccine 0.05 MG/ML,854967
5171,VO_0005074,pDNAVACC DNA vaccine plasmid,
5172,VO_0001028,Leishmania tarentolae vaccine vector,
5173,VO_0003362,Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen,1601233
5174,VO_0000215,pCMV DNA vaccine plasmid,
5175,VO_0003662,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML,1928291
5176,VO_0003837,"poliovirus vaccine inactivated, type 3 (Saukett)",763100
5177,VO_0005364,Tomatine vaccine adjuvant,
5178,VO_0005301,Alhydroxiquim-II vaccine adjuvant,
5179,VO_0003509,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML",1304309
5180,VO_0004855,smallpox vaccine live vaccinia virus 500000000 UNT/ML,833080
5181,VO_0001046,Herpes simplex virus vaccine vector,
5182,VO_0005005,VRC-9123 DNA vaccine plasmid,
5183,VO_0003909,influenza B virus B/Maryland/15/2016 antigen 0.09 MG/ML,2050375
5184,VO_0000854,vaccine residual,
5185,VO_0005424,GLA-AF vaccine adjuvant,
5186,VO_0004826,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 1100000 UNT/ML,798291
5187,VO_0001320,AS03 vaccine adjuvant,
5188,VO_0003369,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML,1593131
5189,VO_0005040,pAK-4 DNA vaccine plasmid,
5190,VO_0000253,pECK DNA vaccine plasmid,
5191,VO_0003248,pneumococcal capsular polysaccharide type 3 vaccine,854958
5192,VO_0001269,Montanide incomplete Seppic adjuvant,
5193,VO_0001351,threonyl muramyl dipeptide (TMDP) vaccine adjuvant,
5194,VO_0000999,pVCL1012 DNA vaccine plasmid,
5195,VO_0003309,pneumococcal capsular polysaccharide type 23F vaccine 0.05 MG/ML,854957
5196,VO_0005075,VR1055 DNA vaccine plasmid,
5197,VO_0001122,Saccharomyces cerevisiae vaccine vector,
5198,VO_0003366,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen,1593127
5199,VO_0000216,pCMV-1 DNA vaccine plasmid,
5200,VO_0003714,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML,1928300
5201,VO_0005365,Zymosan vaccine adjuvant,
5202,VO_0005302,Adjuplex+GLA vaccine adjuvant,
5203,VO_0003391,"acellular pertussis vaccine, inactivated 0.116 MG/ML",829893
5204,VO_0003024,lyophilized vaccine powder,
5205,VO_0003510,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML",1304123
5206,VO_0001050,pseudorabies virus strain Bartha vaccine vector,
5207,VO_0005006,pPJV7563 DNA vaccine plasmid,
5208,VO_0003790,influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML,1801604
5209,VO_0000337,pWRG1644 DNA vaccine plasmid,
5210,VO_0000919,vaccine antigen,
5211,VO_0005471,MAS-1 vaccine adjuvant,
5212,VO_0004827,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 1100000 UNT/ML,798287
5213,VO_0001330,AF03 vaccine adjuvant,
5214,VO_0005041,pCMVi(-H3)Ubs DNA vaccine plasmid,
5215,VO_0000254,pES DNA vaccine plasmid,
5216,VO_0003249,pneumococcal capsular polysaccharide type 33F vaccine,854960
5217,VO_0001270,Montanide ISA51 vaccine adjuvant,
5218,VO_0000366,liposome-based vaccine adjuvant,
5219,VO_0001000,pSCA1 DNA vaccine plasmid,
5220,VO_0003311,pneumococcal capsular polysaccharide type 7F vaccine 0.05 MG/ML,854969
5221,VO_0005076,pRSC DNA vaccine plasmid,
5222,VO_0000464,protein of pathogen organism as vaccine component,
5223,VO_0003370,Neisseria meningitidis serogroup B recombinant NADA fusion protein antigen,1601232
5224,VO_0000220,pCMVI.UBF3/2 DNA vaccine plasmid,
5225,VO_0003805,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML,1664467
5226,VO_0005294,DDO (Defective viral genome-Derived Oligonucleotide) vaccine adjuvant,
5227,VO_0005303,2F52 vaccine adjuvant,
5228,VO_0003392,"acellular pertussis vaccine, inactivated 96 UNT/ML",801826
5229,VO_0000704,antibiotics vaccine residual,
5230,VO_0001059,Oka varicella vaccine vector,
5231,VO_0005007,p188 DNA vaccine plasmid,
5232,VO_0003822,influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML,2054271
5233,VO_0000346,pWRG7077 DNA vaccine plasmid,
5234,VO_0003437,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection,1658058
5235,VO_0005472,ProLNG-S vaccine adjuvant,
5236,VO_0004816,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 1000000 UNT/ML",805574
5237,VO_0005292,EmT4 vaccine adjuvant,
5238,VO_0003199,"Bordetella pertussis pertactin vaccine, inactivated",1300380
5239,VO_0005042,Auxo-GTU DNA vaccine plasmid,
5240,VO_0000256,pET21a DNA vaccine plasmid,
5241,VO_0003250,pneumococcal capsular polysaccharide type 6B vaccine,854966
5242,VO_0005361,Montanide IMS 1313 vaccine adjuvant,
5243,VO_0000757,ISCOM vaccine adjuvant,
5244,VO_0001002,phCMV1 DNA vaccine plasmid,
5245,VO_0003332,pneumococcal capsular polysaccharide type 9N vaccine 0.05 MG/ML,854973
5246,VO_0005077,pcDNA3.1(Zeo)+ DNA vaccine plasmid,
5247,VO_0001256,polysaccharide of pathogen organism as vaccine component,
5248,VO_0003470,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen,1657224
5249,VO_0000221,pCMV-3FUB DNA vaccine plasmid,
5250,VO_0003819,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML,1946981
5251,VO_0006104,S-540956 vaccine adjuvant,
5252,VO_0005357,Advax-CpG vaccine adjuvant,
5253,VO_0000855,inactivation residual in vaccine,
5254,VO_0001067,herpesvirus of turkey vaccine vector,
5255,VO_0005008,VR10551 DNA vaccine plasmid,
5256,VO_0003915,influenza B virus B/Brisbane/9/2014 antigen 0.015 MG/ML,1724000
5257,VO_0000353,pWRM DNA vaccine plasmid,
5258,VO_0003943,"Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML",1301888
5259,VO_0005180,nanoparticle vector,
5260,VO_0005473,CAF09b vaccine adjuvant,
5261,VO_0005293,Em vaccine adjuvant,
5262,VO_0003200,"Bordetella pertussis toxoid vaccine, inactivated",1300186
5263,VO_0005043,pCMN160 DNA vaccine plasmid,
5264,VO_0000257,pET-28a DNA vaccine plasmid,
5265,VO_0003252,pneumococcal capsular polysaccharide type 23F vaccine,854956
5266,VO_0005362,Montanide ISA 206 vaccine adjuvant,
5267,VO_0001333,ISCOMATRIX vaccine adjuvant,
